"금연구역명","금연구역범위상세","시도명","시군구명","금연구역구분","금연구역지정근거명","금연구역면적","위반과태료","위반신고전화번호","소재지도로명주소","소재지지번주소","관리기관명","위도","경도","데이터기준일자","제공기관코드","작업일시"
"㈜엠에스주유소","주유소 및 가스충전소","서울특별시","영등포구","주유소 및 가스충전소 대지 전체 및 시설경계선 인접 통행로                                                                    ","서울특별시 영등포구 고시 제2020-244호","","100000","02-2670-4895","서울특별시 영등포구 대림로 230","서울특별시 영등포구 대림동 664-24","서울특별시 영등포구청","37.50130968","126.8974652","2022-05-12","","2022-12-17 11:37:16.0"
"선유도주유소","주유소 및 가스충전소","서울특별시","영등포구","주유소 및 가스충전소 대지 전체 및 시설경계선 인접 통행로                                                                    ","서울특별시 영등포구 고시 제2020-245호","","100000","02-2670-4895","서울특별시 영등포구 양평로 141","서울특별시 영등포구 양평동5가 37","서울특별시 영등포구청","37.53852916","126.8920627","2022-05-12","","2022-12-17 11:37:16.0"
"여의동로","금연거리","서울특별시","영등포구","금호리첸시아~여의도성모병원 일부 보행로                                                                               ","서울특별시 영등포구 고시 제2020-193호","","100000","02-2670-4895","서울특별시 영등포구 여의동로","","서울특별시 영등포구청","37.528775","126.929908","2022-05-12","","2022-12-17 11:37:16.0"
"국희의사당역","금연거리","서울특별시","영등포구","국회대로72길 국회대로47길 국회대로76길 보행로 및 차도                                                                  ","서울특별시 영등포구 고시 제2020-193호","","100000","02-2670-4895","서울특별시 영등포구 국회대로66길","","서울특별시 영등포구청","37.528706","126.919343","2022-05-12","","2022-12-17 11:37:16.0"
"여의도 롯데캐슬아이비 주변도로","금연거리","서울특별시","영등포구","여의대방로69길 보행로 및 차도 여의대방로 및 국제금융로8길 일부 보행로                                                           ","서울특별시 영등포구 고시 제2020-193호","","100000","02-2670-4895","서울특별시 영등포구 여의대방로69길","","서울특별시 영등포구청","37.520416","126.930913","2022-05-12","","2022-12-17 11:37:16.0"
"여의도역 주변도로","금연거리","서울특별시","영등포구","의사당대로 일부 보행로                                                                                        ","서울특별시 영등포구 고시 제2020-193호","","100000","02-2670-4895","서울특별시 영등포구 의사당대로","","서울특별시 영등포구청","37.523792","126.921718","2022-05-12","","2022-12-17 11:37:16.0"
"신대림초등학교 후문","금연거리","서울특별시","영등포구","디지털로66길 디지털로 일부 보행로 및 차도                                                                           ","서울특별시 영등포구 고시 제2020-193호","","100000","02-2670-4895","서울특별시 영등포구 디지털로66길","","서울특별시 영등포구청","37.492499","126.904838","2022-05-12","","2022-12-17 11:37:16.0"
"신길역 주변 도로","금연거리","서울특별시","영등포구","신길역 광장 및 영등포로 57길 일부 보행로                                                                            ","서울특별시 영등포구 고시 제2020-193호","","100000","02-2670-4895","서울특별시 영등포구 영등포로57길","","서울특별시 영등포구청","37.517161","126.917927","2022-05-12","","2022-12-17 11:37:16.0"
"당산역 주변도로","금연거리","서울특별시","영등포구","양평로 일부 보행로                                                                                          ","서울특별시 영등포구 고시 제2020-193호","","100000","02-2670-4895","서울특별시 영등포구 양평로","","서울특별시 영등포구청","37.535978","126.897741","2022-05-12","","2022-12-17 11:37:16.0"
"보라매SK뷰아파트","금연거리","서울특별시","영등포구","여의대방로35가길 일부 보행로 및 차도 여의대방로39길 일부 보행로 및 차도 가만살로88길 일부 보행로 및 차도                                    ","서울특별시 영등포구 고시 제2020-221호","460","100000","02-2670-4895","서울특별시 영등포구 여의대방로39길","","서울특별시 영등포구청","37.503158","126.920928","2022-05-12","","2022-12-17 11:37:16.0"
"구립 당산2동경로당","금연거리","서울특별시","영등포구","당산로48길 일부 보행로 및 차도                                                                                  ","서울특별시 영등포구 고시 제2020-221호","50","100000","02-2670-4895","서울특별시 영등포구 당산로48길","","서울특별시 영등포구청","37.534458","126.903055","2022-05-12","","2022-12-17 11:37:16.0"
"버스정류소 19-527(마을)","버스승차대 좌우끝(또는 버스표지판)으로 부터 반경 10미터이내 보도","서울특별시","영등포구","정현부페                                                                                                ","서울특별시 영등포구 고시 제2014-18호","","100000","02-2670-4895","서울특별시 영등포구 대림로 212","서울특별시 영등포구 대림동 688-2","서울특별시 영등포구청","37.49959622","126.8981463","2022-05-12","","2022-12-17 11:37:16.0"
"버스정류소 19-526(마을)","버스승차대 좌우끝(또는 버스표지판)으로 부터 반경 10미터이내 보도","서울특별시","영등포구","당중초등학교.노동부남부지청                                                                                      ","서울특별시 영등포구 고시 제2014-18호","","100000","02-2670-4895","서울특별시 영등포구 양산로 61","서울특별시 영등포구 양평동3가 8-2","서울특별시 영등포구청","37.52530289","126.8900751","2022-05-12","","2022-12-17 11:37:16.0"
